row,timestamp,site,input_bytes,output_bytes
67,146775000,calendar.google.com,2388317543.0,8617804758.0
68,146775000,46.137.88.216,9391943857.0,4993397299.0
69,146775000,mail.google.com,1349044430.0,8199654000.0
70,146775000,plus.google.com,5077587418.0,1344030787.0
71,146775000,plus.google.com,8304995725.0,452017503.0
72,146775000,apple.com,8370818378.0,1700178681.0
73,146775000,youtube.com,1655745088.0,9920281135.0
74,146775000,amazon.com,718650579.0,5862335969.0
75,146775000,docs.google.com,5174646088.0,3294444156.0
76,146775000,bing.com,967664484.0,4319585143.0
77,146775000,docs.google.com,5743915309.0,3014048618.0
78,146775000,docs.google.com,7391525285.0,6480919990.0
79,146775300,calendar.google.com,7586823204.0,2658008330.0
80,146775300,facebook.com,7582973443.0,7656257388.0
81,146775300,"Drive, Google",2201289055.0,7804001959.0
82,146775300,mail.google.com,6739822657.0,812525952.0
83,146775300,flights.google.com,7952416518.0,2016001402.0
84,146775300,flights.google.com,6246781263.0,7864046908.0
85,146775300,docs.google.com,3003549115.0,2129200733.0
86,146775300,172.217.19.142,504034319.0,3714653550.0
87,146775300,amazon.com,3622111240.0,3361796384.0
88,146775300,ebay.com,7460787153.0,6112988860.0
89,146775300,docs.google.com,47791398.0,3816212411.0
90,146775300,apple.com,9731929124.0,4054346118.0
91,146775300,plus.google.com,6532124679.0,345321992.0
92,146775300,mail.google.com,8139265613.0,5419167958.0
93,146775300,mail.google.com,1271411279.0,5154781100.0
94,146775300,docs.google.com,7733381129.0,7744985912.0
95,146775300,ebay.com,8504156661.0,7148079131.0
96,146775300,calendar.google.com,4701396876.0,2296021814.0
97,146775600,bing.com,6191601525.0,9709777434.0
98,146775600,docs.google.com,9292605277.0,6324506676.0
99,146775600,youtube.com,5695927213.0,1682916383.0
100,146775600,docs.google.com,8696889851.0,9147973392.0
101,146775600,mail.google.com,868446362.0,8417941430.0
102,146775600,mail.google.com,4088633349.0,9711425367.0
103,146775600,plus.google.com,2521741552.0,9048206176.0
104,146775600,54.239.17.6,9302160895.0,3534405136.0
105,146775600,plus.google.com,4074648787.0,7763144292.0
106,146775600,amazon.com,1624284994.0,9217184653.0
107,146775600,flights.google.com,3892328145.0,8427312312.0
108,146775600,twitter.com,4133242309.0,1980894533.0
109,146775600,flights.google.com,2307275284.0,686717221.0
110,146775600,66.211.181.123,9979713806.0,1697896270.0
111,146775600,flights.google.com,136845091.0,3339972746.0
112,146775600,instagram.com,4216901865.0,9154897150.0
113,146775600,66.220.158.68,7466937508.0,8394648617.0
114,146775600,apple.com,1670235174.0,4138831078.0
115,146775600,apple.com,2666545075.0,6853077207.0
116,146775900,mail.google.com,9293168154.0,4885691723.0
117,146775900,"Drive, Google",8963000275.0,668181398.0
118,146775900,bing.com,6938675183.0,5998845686.0
119,146775900,ebay.com,8643776483.0,1274597838.0
120,146775900,"Drive, Google",8500817042.0,5158502497.0
121,146775900,mail.google.com,4957812639.0,756074612.0
122,146775900,spotify.com,6100533025.0,5114361224.0
123,146775900,calendar.google.com,1033429477.0,9706336496.0
124,146775900,calendar.google.com,5352157523.0,130241694.0
125,146775900,flights.google.com,831500071.0,580940756.0
126,146775900,ebay.com,454928346.0,9285759467.0
127,146775900,54.239.17.6,5497916710.0,9267858195.0
128,146775900,66.220.158.68,1403129762.0,
129,146775900,twitter.com,5626551461.0,24633000.0
130,146775900,amazon.com,8025617798.0,6756964653.0
131,146775900,plus.google.com,9430753064.0,4211528706.0
132,146775900,172.217.19.142,4432049680.0,3591723775.0
133,146775900,flights.google.com,1050112243.0,7161016161.0
134,146776200,facebook.com,1954138880.0,5587542057.0
135,146776200,"Drive, Google",7346839402.0,7736649506.0
136,146776200,docs.google.com,3424881895.0,4474240437.0
137,146776200,wolframalpha.com,477250217.0,3333300266.0
138,146776200,docs.google.com,9353509478.0,8617710455.0
139,146776200,calendar.google.com,155540319.0,7864069036.0
140,146776200,wolframalpha.com,6022038119.0,5376031578.0
141,146776200,mail.google.com,2356892722.0,9012130301.0
142,146776200,docs.google.com,5904416953.0,3545418576.0
143,146776200,docs.google.com,5716976986.0,2971420442.0
144,146776200,wolframalpha.com,4473798065.0,9885946754.0
145,146776200,youtube.com,9039859684.0,2063927971.0
146,146776200,mail.google.com,1736810591.0,6329030077.0
147,146776200,"Drive, Google",9441843372.0,4643875369.0
148,146776200,docs.google.com,5857382335.0,181818356.0
149,146776200,mail.google.com,614772851.0,1213048193.0
150,146776200,mail.google.com,1772039434.0,4261228904.0
151,146776200,mail.google.com,6413537614.0,2449221428.0
152,146776200,twitter.com,6800774980.0,7998697394.0
153,146776200,mail.google.com,2840669400.0,6945276463.0
154,146776500,plus.google.com,1667286685.0,3059988295.0
155,146776500,plus.google.com,6309748652.0,6602939180.0
156,146776500,docs.google.com,794183313.0,8926905526.0
157,146776500,flights.google.com,4905969256.0,2676439991.0
158,146776500,bing.com,7788221834.0,1306334252.0
159,146776500,66.211.181.123,3190864152.0,3557449058.0
160,146776500,mail.google.com,9848366347.0,5865270103.0
161,146776500,spotify.com,8834057591.0,2116075277.0
162,146776500,amazon.com,9021659966.0,1874928576.0
163,146776500,"Drive, Google",8736206131.0,78890075.0
164,146776500,plus.google.com,3035705475.0,6945885838.0
165,146776500,docs.google.com,2953234418.0,2839989380.0
166,146776500,flights.google.com,1042609006.0,6389610841.0
167,146776500,wolframalpha.com,601913676.0,5125082131.0
168,146776500,mail.google.com,4477681838.0,3345999169.0
169,146776500,bing.com,3338588364.0,263524310.0
170,146776500,plus.google.com,2589250073.0,745667157.0
171,146776500,54.239.17.6,6327709873.0,3587629563.0
172,146776500,bing.com,2183450592.0,7019803797.0
173,146776800,flights.google.com,2314749825.0,6737233123.0
174,146776800,google.com,1742867609.0,4541221472.0
175,146776800,plus.google.com,9413945570.0,9925065924.0
176,146776800,plus.google.com,418046888.0,2813892436.0
177,146776800,google.com,7781383701.0,5885624783.0
178,146776800,mail.google.com,1119531292.0,4086773300.0
179,146776800,ebay.com,3480697172.0,6195258859.0
180,146776800,facebook.com,4743553171.0,3675415139.0
181,146776800,apple.com,9452137690.0,3484284499.0
182,146776800,66.211.181.123,1010539124.0,1159213490.0
183,146776800,calendar.google.com,4236104652.0,5422946829.0
184,146776800,46.137.88.216,1323870657.0,9011041012.0
185,146776800,flights.google.com,9694593237.0,7256236635.0
186,146776800,plus.google.com,1756042752.0,4100129309.0
187,146776800,twitter.com,6870818456.0,494479084.0
188,146776800,54.239.17.6,8295008106.0,4907846864.0
189,146776800,46.137.88.216,8008334540.0,8766896258.0
190,146776800,mail.google.com,5025903265.0,9541495460.0
191,146777100,"Drive, Google",4806775010.0,449634046.0
192,146777100,54.239.17.6,6677927549.0,6270019148.0
193,146777100,amazon.com,6772969114.0,2451788913.0
194,146777100,flights.google.com,2140077810.0,342180452.0
195,146777100,twitter.com,1627536072.0,4709986593.0
196,146777100,mail.google.com,2554920747.0,8975285542.0
197,146777100,"Drive, Google",9885214854.0,2022370806.0
198,146777100,docs.google.com,2946462633.0,1353709411.0
199,146777100,apple.com,,950620683.0
200,146777100,172.217.19.142,8708274400.0,
201,146777100,flights.google.com,3677124399.0,2611646930.0
202,146777100,66.211.181.123,4756861860.0,2076413921.0
203,146777100,calendar.google.com,1524994312.0,391055914.0
204,146777100,calendar.google.com,8935711181.0,4145837150.0
205,146777100,docs.google.com,1844117013.0,3101431661.0
206,146777100,wolframalpha.com,1394260740.0,6724128146.0
207,146777100,"Drive, Google",549991776.0,4945088019.0
208,146777100,calendar.google.com,5165063713.0,2949585556.0
209,146777400,twitter.com,5052737784.0,8981049039.0
210,146777400,mail.google.com,3173272092.0,7314054718.0
211,146777400,google.com,251427571.0,9692101281.0
212,146777400,youtube.com,8063991836.0,7798656010.0
213,146777400,mail.google.com,3433877165.0,1952753746.0
214,146777400,spotify.com,7691070343.0,2605833323.0
215,146777400,calendar.google.com,9393669704.0,1253958708.0
216,146777400,flights.google.com,3702697700.0,
217,146777400,"Drive, Google",272407552.0,4139258662.0
218,146777400,66.211.181.123,2751863747.0,5006219035.0
219,146777400,calendar.google.com,4793723372.0,9800013326.0
220,146777400,plus.google.com,3093701358.0,1467325597.0
221,146777400,172.217.19.142,7634911996.0,6626715768.0
222,146777400,mail.google.com,4611301201.0,3139185373.0
223,146777400,mail.google.com,5726900713.0,5179003209.0
224,146777400,66.220.158.68,9702833017.0,9801989062.0
225,146777400,plus.google.com,9105654083.0,4088983905.0
226,146777400,twitter.com,3200854197.0,6066936947.0
227,146777400,docs.google.com,4996965927.0,8198890683.0
228,146777700,calendar.google.com,8542384041.0,9297195044.0
229,146777700,66.220.158.68,3338657367.0,4011624643.0
230,146777700,"Drive, Google",5597974816.0,924686217.0
231,146777700,46.137.88.216,8389855953.0,1454566504.0
232,146777700,facebook.com,8400800604.0,1868607668.0
233,146777700,facebook.com,2697974244.0,7838459843.0
234,146777700,"Drive, Google",7287340464.0,6830967500.0
235,146777700,instagram.com,2175788895.0,1434043877.0
236,146777700,calendar.google.com,6128781162.0,3858856765.0
237,146777700,docs.google.com,4402612911.0,5130684954.0
238,146777700,plus.google.com,4676565169.0,8259975611.0
239,146777700,calendar.google.com,651517665.0,7192723735.0
240,146777700,wolframalpha.com,1936698797.0,3677727441.0
241,146777700,flights.google.com,8824461407.0,9961078725.0
242,146777700,spotify.com,5266714844.0,6994264768.0
243,146777700,66.211.181.123,9674453044.0,4896837929.0
244,146777700,66.220.158.68,9806357497.0,4868006333.0
245,146777700,google.com,2128422672.0,6270976743.0
246,146777700,flights.google.com,1823502858.0,9954844052.0
247,146777700,mail.google.com,7873012839.0,2584148835.0
248,146778000,netflix.com,,5635758510.0
249,146778000,docs.google.com,1927779580.0,6923061219.0
250,146778000,facebook.com,1047924433.0,4539293515.0
251,146778000,youtube.com,2167717040.0,4569074848.0
252,146778000,plus.google.com,4847319517.0,9965095607.0
253,146778000,calendar.google.com,3369715671.0,8233478807.0
254,146778000,apple.com,6793757722.0,8478101631.0
255,146778000,flights.google.com,6041798204.0,7714682246.0
256,146778000,"Drive, Google",6919305657.0,
257,146778000,ebay.com,3876324096.0,8425354029.0
258,146778000,plus.google.com,210430295.0,2843479354.0
259,146778000,instagram.com,7174687925.0,3168578580.0
260,146778000,flights.google.com,1107262612.0,7843707633.0
261,146778000,ebay.com,235007943.0,6383217203.0
262,146778000,bing.com,9979522206.0,9706936291.0
263,146778000,66.211.181.123,8798249439.0,4438386613.0
264,146778300,calendar.google.com,2701130893.0,8842899745.0
265,146778300,"Drive, Google",1304495598.0,7858713036.0
266,146778300,bing.com,6095100095.0,4811821665.0
267,146778300,instagram.com,8588843273.0,7815081077.0
268,146778300,flights.google.com,7700779457.0,542721904.0
269,146778300,bing.com,317129970.0,3635101823.0
270,146778300,instagram.com,1973408019.0,3138929576.0
271,146778300,mail.google.com,7642920644.0,5849320398.0
272,146778300,docs.google.com,5984003730.0,4698392956.0
273,146778300,flights.google.com,8287763174.0,9989415083.0
274,146778300,"Drive, Google",7853237437.0,7658170526.0
275,146778300,66.211.181.123,2174658008.0,5435173764.0
276,146778300,mail.google.com,7154702077.0,7235263168.0
277,146778300,plus.google.com,9065378475.0,
278,146778300,172.217.19.142,912408137.0,5829567796.0
279,146778300,flights.google.com,7419708207.0,6015137402.0
280,146778300,calendar.google.com,1898225725.0,35404520.0
281,146778600,docs.google.com,3544767262.0,697304409.0
282,146778600,wolframalpha.com,8602298734.0,7919356793.0
283,146778600,mail.google.com,7718257255.0,9010235488.0
284,146778600,docs.google.com,7044786583.0,3097813377.0
285,146778600,ebay.com,7318696753.0,634132739.0
286,146778600,plus.google.com,3643523894.0,6138792544.0
287,146778600,google.com,15563689.0,7515998691.0
288,146778600,docs.google.com,969476513.0,1257001937.0
289,146778600,"Drive, Google",8928667452.0,9755050999.0
290,146778600,"Drive, Google",1515641881.0,7269162884.0
291,146778600,docs.google.com,4704371647.0,6131298917.0
292,146778600,twitter.com,7861203094.0,9889235897.0
293,146778600,ebay.com,6717322594.0,4812365267.0
294,146778600,46.137.88.216,3595897864.0,2064345265.0
295,146778600,flights.google.com,9197791585.0,7585947954.0
296,146778600,mail.google.com,5773140162.0,6722037476.0
297,146778600,twitter.com,7421283110.0,4734818308.0
298,146778600,calendar.google.com,4341622112.0,2729530176.0
299,146778600,54.239.17.6,669543557.0,8507206644.0
300,146778600,"Drive, Google",3957497201.0,8722540072.0
301,146778900,instagram.com,5025194489.0,8701887627.0
302,146778900,172.217.19.142,6302715997.0,4978361235.0
303,146778900,amazon.com,6254981881.0,6333140648.0
304,146778900,calendar.google.com,3622774350.0,1466528197.0
305,146778900,calendar.google.com,7008964290.0,819246607.0
306,146778900,netflix.com,2361072959.0,1201089392.0
307,146778900,docs.google.com,4226697004.0,4375618200.0
308,146778900,66.211.181.123,7358153104.0,7798387430.0
309,146778900,"Drive, Google",6045907105.0,4157406615.0
310,146778900,plus.google.com,6589380109.0,1805746903.0
311,146778900,docs.google.com,231041606.0,6714027013.0
312,146778900,docs.google.com,2704915022.0,4241752989.0
313,146778900,youtube.com,5050241945.0,7039850154.0
314,146778900,mail.google.com,,6564101724.0
315,146778900,instagram.com,5028730807.0,2538477618.0
316,146778900,66.211.181.123,4261761127.0,8148195451.0
317,146778900,172.217.19.142,9663412408.0,3390089315.0
318,146778900,46.137.88.216,832186529.0,5476751478.0
319,146779200,bing.com,4090153016.0,914632380.0
320,146779200,54.239.17.6,7841123092.0,3875799765.0
321,146779200,docs.google.com,8149845663.0,6744103480.0
322,146779200,flights.google.com,3960168862.0,3698653287.0
323,146779200,instagram.com,6672534467.0,860132574.0
324,146779200,mail.google.com,452891633.0,504028339.0
325,146779200,bing.com,7192274861.0,2468487161.0
326,146779200,66.220.158.68,8138561113.0,9637879905.0
327,146779200,calendar.google.com,7372571356.0,4213602642.0
328,146779200,twitter.com,1991899387.0,5903257965.0
329,146779200,"Drive, Google",8584785418.0,3913081948.0
330,146779200,calendar.google.com,5285407502.0,2936819547.0
331,146779200,bing.com,5204212098.0,570544326.0
332,146779200,plus.google.com,2883277956.0,6931819685.0
333,146779200,apple.com,4039816416.0,4149759542.0
334,146779200,facebook.com,4605409915.0,5086429522.0
335,146779200,plus.google.com,5827465150.0,2800599102.0
336,146779200,youtube.com,1611682982.0,5147546466.0
337,146779200,flights.google.com,4029024307.0,4864063541.0
338,146779500,flights.google.com,7996380329.0,7435992448.0
339,146779500,ebay.com,4588267773.0,6568684216.0
340,146779500,mail.google.com,6005865206.0,6627811666.0
341,146779500,bing.com,1672920230.0,5528560848.0
342,146779500,"Drive, Google",9864681894.0,8787449761.0
343,146779500,flights.google.com,4039769863.0,8906931335.0
344,146779500,flights.google.com,3272891293.0,7594135645.0
345,146779500,54.239.17.6,3745666375.0,8634553574.0
346,146779500,plus.google.com,1802436896.0,3435647079.0
347,146779500,docs.google.com,9102963882.0,46260439.0
348,146779500,youtube.com,3303517292.0,7297437454.0
349,146779500,ebay.com,6328699458.0,1329622963.0
350,146779500,ebay.com,4369886187.0,829578211.0
351,146779500,youtube.com,4832758508.0,6382089803.0
352,146779500,"Drive, Google",1432751604.0,3673311256.0
353,146779500,instagram.com,313010464.0,9677078243.0
354,146779500,calendar.google.com,2749104366.0,3148598832.0
355,146779500,plus.google.com,7975394306.0,649738477.0
356,146779500,calendar.google.com,8991465139.0,1260986557.0
357,146779800,"Drive, Google",9804344686.0,3334998060.0
358,146779800,apple.com,1353150105.0,6803026368.0
359,146779800,"Drive, Google",8279968911.0,5557321753.0
360,146779800,instagram.com,1475364384.0,8006936713.0
361,146779800,172.217.19.142,6730657718.0,4738656298.0
362,146779800,calendar.google.com,2702415940.0,1529489008.0
363,146779800,"Drive, Google",9767438065.0,9908988421.0
364,146779800,apple.com,2252753735.0,9329228828.0
365,146779800,netflix.com,9266931382.0,96818046.0
366,146779800,google.com,3224286903.0,2956437674.0
367,146779800,calendar.google.com,7379722676.0,4550648253.0
368,146779800,66.220.158.68,5509141796.0,3718750999.0
369,146779800,flights.google.com,8116902040.0,3450040435.0
370,146779800,netflix.com,4609805949.0,2700057388.0
371,146779800,google.com,3221933287.0,2882177725.0
372,146779800,plus.google.com,8037066156.0,3935376886.0
373,146779800,flights.google.com,9832918056.0,7775847864.0
374,146779800,54.239.17.6,4070907944.0,2391842022.0
375,146779800,facebook.com,4232940071.0,2564396591.0
376,146779800,plus.google.com,1183875641.0,5083811961.0
377,146780100,mail.google.com,5448005279.0,5511173897.0
378,146780100,calendar.google.com,6395513351.0,3183860282.0
379,146780100,docs.google.com,6990478252.0,9425986599.0
380,146780100,"Drive, Google",5108943392.0,5726529143.0
381,146780100,"Drive, Google",6954912939.0,7148597722.0
382,146780100,46.137.88.216,6193941887.0,1328125954.0
383,146780100,flights.google.com,1518811770.0,4047355031.0
384,146780100,docs.google.com,2831876926.0,3431893010.0
385,146780100,youtube.com,6137347966.0,3764018133.0
386,146780100,flights.google.com,234270361.0,4794614127.0
387,146780100,66.220.158.68,1019093560.0,7703098869.0
388,146780100,flights.google.com,5911963800.0,4791268000.0
389,146780100,apple.com,1659207542.0,664848188.0
390,146780100,google.com,1136416355.0,1206392034.0
391,146780100,mail.google.com,8048122820.0,3210228004.0
392,146780100,google.com,8253625257.0,989812166.0
393,146780100,docs.google.com,1886766958.0,1846131641.0
394,146780100,66.211.181.123,7688624941.0,7485900031.0
395,146780100,66.211.181.123,4350290391.0,8194316818.0
396,146780400,instagram.com,8882049360.0,6991008460.0
397,146780400,mail.google.com,5575250278.0,2954152636.0
398,146780400,flights.google.com,1356698186.0,7120952716.0
399,146780400,flights.google.com,5916026813.0,2718670163.0
400,146780400,66.211.181.123,9144252431.0,246494688.0
401,146780400,facebook.com,4087458983.0,3953866421.0
402,146780400,54.239.17.6,3682765974.0,8954339393.0
403,146780400,calendar.google.com,9056286257.0,6302934405.0
404,146780400,66.220.158.68,5420092031.0,7454805527.0
405,146780400,flights.google.com,4751953348.0,9571593155.0
406,146780400,google.com,7570779837.0,4227992143.0
407,146780400,66.220.158.68,1514305815.0,2110126553.0
408,146780400,flights.google.com,8478263806.0,1343652922.0
409,146780400,docs.google.com,3945226145.0,4034273655.0
410,146780400,twitter.com,9026908098.0,8451557071.0
411,146780400,flights.google.com,4665954370.0,5361811500.0
412,146780400,apple.com,1726188198.0,3422132157.0
413,146780400,apple.com,7436213978.0,2707844934.0
414,146780400,calendar.google.com,4603961942.0,5700925687.0
415,146780400,plus.google.com,,3931342469.0
416,146780700,"Drive, Google",7507225588.0,6671849035.0
417,146780700,bing.com,1190574309.0,1952098069.0
418,146780700,calendar.google.com,5357158638.0,9849331733.0
419,146780700,46.137.88.216,9312863243.0,5987244782.0
420,146780700,plus.google.com,61189082.0,3246053372.0
421,146780700,google.com,6962604977.0,5235029743.0
422,146780700,calendar.google.com,4574570359.0,2381530263.0
423,146780700,ebay.com,8359183232.0,1857092767.0
424,146780700,mail.google.com,2444099943.0,1274427881.0
425,146780700,apple.com,3947474258.0,7842732163.0
426,146780700,172.217.19.142,1059205049.0,2744696211.0
427,146780700,"Drive, Google",5849950926.0,9652123464.0
428,146780700,mail.google.com,531765685.0,4610481171.0
429,146780700,flights.google.com,1074776817.0,6748274715.0
430,146780700,netflix.com,3417258702.0,2918631478.0
431,146780700,wolframalpha.com,23214381.0,5795839557.0
432,146780700,66.211.181.123,478430223.0,7512325072.0
433,146780700,46.137.88.216,3689318883.0,5298815962.0
434,146780700,"Drive, Google",9517387578.0,2777519356.0
435,146780700,plus.google.com,106392631.0,4273679299.0
436,146781000,ebay.com,9318216981.0,646274391.0
437,146781000,twitter.com,1570508695.0,6601060859.0
438,146781000,46.137.88.216,9327844024.0,5308139577.0
439,146781000,46.137.88.216,1522712446.0,5097323823.0
440,146781000,"Drive, Google",1911761513.0,1251223640.0
441,146781000,docs.google.com,6017427358.0,7347258974.0
442,146781000,"Drive, Google",3648891705.0,3304897417.0
443,146781000,"Drive, Google",3389589270.0,4566758338.0
444,146781000,spotify.com,3614616309.0,5494145586.0
445,146781000,mail.google.com,5382404380.0,6044073988.0
446,146781000,bing.com,,8472193677.0
447,146781000,calendar.google.com,8855830982.0,7293404371.0
448,146781000,mail.google.com,1166474016.0,1792953664.0
449,146781000,46.137.88.216,8358444267.0,1765396387.0
450,146781000,facebook.com,7791852603.0,8987936653.0
451,146781000,docs.google.com,4058666557.0,2109476088.0
452,146781000,54.239.17.6,9247635081.0,7429740454.0
453,146781000,instagram.com,8724424536.0,4693273724.0
454,146781000,flights.google.com,3014938515.0,6487611690.0
455,146781000,calendar.google.com,251594403.0,8516032143.0
456,146781300,66.220.158.68,5610639633.0,405951646.0
457,146781300,46.137.88.216,9944673698.0,7005776733.0
458,146781300,spotify.com,926377629.0,7198577672.0
459,146781300,flights.google.com,5359109999.0,4201000080.0
460,146781300,"Drive, Google",9651789565.0,7013942464.0
461,146781300,youtube.com,8335861114.0,4376339599.0
462,146781300,spotify.com,1049946643.0,1909080666.0
463,146781300,"Drive, Google",611130178.0,644357507.0
464,146781300,46.137.88.216,7191418967.0,9168000437.0
465,146781300,mail.google.com,9660836122.0,5845631948.0
466,146781300,instagram.com,7974287942.0,5355795749.0
467,146781300,66.220.158.68,3172795436.0,2165928347.0
468,146781300,google.com,9632875324.0,2100297098.0
469,146781300,amazon.com,2013041395.0,6520536375.0
470,146781300,plus.google.com,3006688344.0,2304853379.0
471,146781300,calendar.google.com,2228088737.0,
472,146781600,54.239.17.6,8287814565.0,1954240012.0
473,146781600,mail.google.com,4492268833.0,2446621987.0
474,146781600,netflix.com,1020571754.0,5630164114.0
475,146781600,mail.google.com,4493104079.0,9137343795.0
476,146781600,netflix.com,5139866845.0,3342644837.0
477,146781600,apple.com,4721761502.0,356115524.0
478,146781600,flights.google.com,8369166582.0,8723378167.0
479,146781600,bing.com,947057692.0,5494264997.0
480,146781600,wolframalpha.com,5427136258.0,3220881310.0
481,146781600,flights.google.com,5940913253.0,2402006997.0
482,146781600,netflix.com,5599878189.0,3094505920.0
483,146781600,google.com,3220742891.0,6041640564.0
484,146781600,facebook.com,5185827865.0,4400489651.0
485,146781600,facebook.com,9254934674.0,45450773.0
486,146781600,ebay.com,487661427.0,967329662.0
487,146781600,"Drive, Google",6991420740.0,8785547670.0
488,146781600,facebook.com,2063582612.0,8256415592.0
489,146781600,facebook.com,5221418347.0,4063719966.0
490,146781600,twitter.com,212382618.0,9901550637.0
491,146781900,66.211.181.123,1556254594.0,3920434275.0
492,146781900,calendar.google.com,8287491619.0,2412149056.0
493,146781900,54.239.17.6,6920745910.0,8331173536.0
494,146781900,mail.google.com,679074543.0,1775218079.0
495,146781900,docs.google.com,3240859722.0,5021764551.0
496,146781900,google.com,3542746360.0,7812122515.0
497,146781900,66.220.158.68,5781777140.0,653286645.0
498,146781900,flights.google.com,6380057651.0,6107562071.0
499,146781900,flights.google.com,3410001469.0,2563136522.0
500,146781900,bing.com,3047674335.0,7108189568.0
501,146781900,docs.google.com,5614323219.0,5076883012.0
502,146781900,youtube.com,2276257114.0,9077682711.0
503,146781900,apple.com,6907195002.0,9732542681.0
504,146781900,instagram.com,5698744728.0,1869000139.0
505,146781900,twitter.com,5720780193.0,5650838271.0
506,146781900,"Drive, Google",384868433.0,6134830550.0
507,146781900,wolframalpha.com,4330213865.0,4941084325.0
508,146781900,flights.google.com,7216524222.0,1635020187.0
509,146781900,flights.google.com,1991874705.0,9749393426.0
510,146781900,"Drive, Google",7967752262.0,3308544984.0
511,146782200,mail.google.com,9952466992.0,5988913416.0
512,146782200,twitter.com,963658838.0,76110706.0
513,146782200,docs.google.com,9361868420.0,8376859820.0
514,146782200,mail.google.com,2495913774.0,2432424638.0
515,146782200,spotify.com,6311626194.0,9005566904.0
516,146782200,plus.google.com,2196850784.0,7716079207.0
517,146782200,calendar.google.com,4615012903.0,3482498190.0
518,146782200,ebay.com,9853829030.0,21511260.0
519,146782200,mail.google.com,4414367837.0,6825069457.0
520,146782200,docs.google.com,814616988.0,1920934134.0
521,146782200,172.217.19.142,9408790905.0,4084331578.0
522,146782200,"Drive, Google",8758976447.0,9602981252.0
523,146782200,mail.google.com,344442535.0,2310564799.0
524,146782200,twitter.com,5792292877.0,2098397579.0
